id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,八种情感分析
4.45601E+15,Inv96mRwz,3725696512.0,韩城法院,【散布武汉肺炎不实消息8人被警方依法查处】#散布武汉肺炎谣言8人被查处#据武汉市公安局通报，近期，武汉市部分医疗机构发现接诊了多例肺炎病例，市卫健委就此发布了情况通报。但一些网民在不经核实的情况下，在网络上发布、转发不实信息，造成不良社会影响。公安机关经调查核实，已传唤8名违法人员，并依法进行了处理。警方提示，网络不是法外之地，在网上发布信息、言论应遵守法律法规，对于编造、传播、散布谣言，扰乱社会秩序的违法行为，警方将依法查处，绝不姑息。希望广大网民遵守相关法律法规，不造谣、不信谣、不传谣，共建和谐清朗的网络空间。（新京报）,,渭南·韩城,,散布武汉肺炎谣言8人被查处,0,0.0,1,2020/1/1 19:54,iPhone客户端,"['http://ww4.sinaimg.cn/large/de119e00ly1gahb3r3yrnj20ge069407.jpg', 'http://ww1.sinaimg.cn/large/de119e00ly1gahb3qyj33j20b40843z3.jpg']",,,"{'words': 151, 'sentences': 6, '好': 5, '乐': 0, '哀': 1, '怒': 0, '惧': 1, '恶': 7, '惊': 0}"
4.45601E+15,Inv8EhAsn,1740624537.0,蘑菇斋主,#腾讯新闻#散布武汉肺炎不实消息8人被警方依法查处O散布武汉肺炎不实消息8人被警方依法查处来自@腾讯新闻为什么总是拿老百姓问罪？,,,腾讯新闻,腾讯新闻,1,0.0,0,2020/1/1 19:53,腾讯新闻客户端,['http://ww4.sinaimg.cn/large/67bfd299ly1gahb29z5wtj20hs0a0gmq.jpg'],,,"{'words': 37, 'sentences': 2, '好': 0, '乐': 0, '哀': 2, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45601E+15,Inv8vpuGJ,3268743821.0,阳光3268743821,"医院这种做法对吗？能担当这个神圣的称号吗（白衣天使，救死扶伤）请大家来吐槽.今天中午我岳父在家突然晕倒，送到武汉市第二医院南京路院区挂急诊检查结果是：甲型流感和肺炎，需要住院治疗如是我们就去门诊办理住院手续，被告知无床位；并开了住院单让我们去后湖分院试试。下午16:30我们赶到武汉中心医院后湖分院；这次我们没有先去找医生办理住院，直接去各病房看看有没有空床位，发现有多个病房都有空床位后，这才去找医生办理住院手续，医生看完南京路院区的检查结果后，出乎意料的告诉我们医院没床位不收病人；这不是睁着眼睛眼睛说瞎话，明明很多空床却说没床，我们就和医生理论，医生理直气壮说现在医院都不收这种病人的，要不你去投诉我，瞬间我觉得好无助.从古至今,医师的使命都是治病救人、救死扶伤。把医师比作“白衣天使”,不仅蕴涵着人们对医师的期望和要求,也承载着社会赋予医师的神圣使命。难道这种将病人拒之门外的做法符合这个称号下图是在病房看到的空床位#就这一刻##今天也要微笑鸭#",,,,"就这一刻,今天也要微笑鸭",4,36.0,98,2020/1/1 19:53,iPhone客户端,['http://ww2.sinaimg.cn/large/c2d5128dgy1gahb27fgpzj20yi1a0hdt.jpg'],,,"{'words': 251, 'sentences': 10, '好': 9, '乐': 2, '哀': 2, '怒': 1, '惧': 0, '恶': 5, '惊': 1}"
4.45601E+15,Inv8jjXMf,2360016402.0,宁波日报,【#8名散布武汉肺炎谣言者被查处#】@平安武汉通报：近期，我市部分医疗机构发现接诊多例肺炎病例，市卫健委就此发布通报。但一些网民在不经核实情况下，发布、转发不实信息，造成不良社会影响。公安机关已传唤8名违法人员，并依法进行处理。望广大网民遵守相关法律法规，不造谣、不信谣、不传谣。,,,平安武汉,8名散布武汉肺炎谣言者被查处,0,1.0,2,2020/1/1 19:52,HUAWEI Mate 30 Pro,['http://ww3.sinaimg.cn/large/8caafe12ly1gahb1q2fiij20v10bmq73.jpg'],,,"{'words': 83, 'sentences': 5, '好': 1, '乐': 1, '哀': 0, '怒': 0, '惧': 1, '恶': 3, '惊': 0}"
4.45601E+15,Inv87vhli,6875878166.0,安之的,#你好2020#我不太好吃的不好穿的不好学的不好肺炎不好,,,,你好2020,0,5.0,0,2020/1/1 19:52,iPhone客户端,['http://ww2.sinaimg.cn/large/007vku0Kly1gahb09iiy0j30tu13u12i.jpg'],,,"{'words': 18, 'sentences': 1, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 4, '惊': 0}"
4.45601E+15,Inv86kjHA,1951123110.0,紧急呼叫,【#武汉肺炎涉事市场周边药店口罩断货#】1月1日，湖北武汉#华南海鲜批发市场休市整治卫生#。@紧急呼叫走访市场周边药房发现口罩及板蓝根销售火爆，其中部分店铺出现断货的情况，“整个汉口这边所有的店，都已经告急了，包括板蓝根。这些是才从其他店调过来的。”@新京报我们视频L紧急呼叫的秒拍视频,,,"紧急呼叫,新京报我们视频","武汉肺炎涉事市场周边药店口罩断货,华南海鲜批发市场休市整治卫生",4,14.0,28,2020/1/1 19:52,微博 weibo.com,,"http://miaopai.video.weibocdn.com/001Ji0nvlx07zORXF3Bm01041200mXI10E013.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1611152004&ssig=JJ%2BO%2FM1LhS&KID=unistore,video",,"{'words': 88, 'sentences': 4, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 2, '恶': 0, '惊': 0}"
4.45601E+15,Inv833Zig,1890905605.0,天涯第一客,分享网易新闻《8名散布“武汉不明原因肺炎”谣言者已被依法查处》O8名散布“武汉不明原因肺炎”谣言者已被依法查处来自@网易新闻客户端#网易新闻#正面及时地回答舆情疑问才是王道。,,,网易新闻客户端,网易新闻,0,0.0,1,2020/1/1 19:52,网易新闻客户端,,,,"{'words': 52, 'sentences': 2, '好': 3, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 3, '惊': 0}"
4.45665E+15,InLFUxfg2,6556505675.0,馨一and嘉一,我围观了@鲍秀兰诊室的回答，该问题价值120.00元，围观仅1元，快来一起围观~O微博问答,,,鲍秀兰诊室,,0,0.0,0,2020/1/3 13:59,微博问答,,,,"{'words': 28, 'sentences': 2, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45665E+15,InLFe0OZe,1984884347.0,骆小逃,前几天楼上的轩轩妈妈给我发微信问轩轩想找柚柚玩，柚柚怎么都不在家，我说我们去迪士尼乐园玩了。今天出门正好碰到轩轩奶奶带着轩轩下楼玩，说到轩轩妈妈因为肺炎正在住院…不由得感慨老母亲的生活压力真大，一边上班一边照顾家里各种细枝末节，希望照顾宝宝的妈妈都能健康。,,,,,0,0.0,0,2020/1/3 13:57,iPhone客户端,,,,"{'words': 78, 'sentences': 3, '好': 2, '乐': 1, '哀': 1, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45665E+15,InLETisbO,7361986381.0,烯望水漆,不可忽视的问题—家装污染危害健康，室内装修污染会严重影响人体健康。首先，有害空气可导致呼吸道疾病，引起支气管炎、肺气肿、过敏性肺炎、哮喘、肺纤维化、肺癌及上呼吸道其他器官的癌症。如果空气中甲醛含量过高，对眼睛和皮肤都有刺激作用，长期接触，会使人感到周身不适，头痛、眩晕、恶心，甚至可以引起鼻癌。室内空气污染越来月严重，空气中负离子越少，长时间负离子显著减少会引起失眠、头痛、血压增高等异常现象。,,,,,0,0.0,0,2020/1/3 13:57,微博 weibo.com,['http://ww3.sinaimg.cn/large/0082e8XPly1gajbzasfsbj30gf0esgme.jpg'],,,"{'words': 111, 'sentences': 5, '好': 4, '乐': 0, '哀': 0, '怒': 0, '惧': 2, '恶': 11, '惊': 0}"
4.45665E+15,InLDUpJgJ,2820955674.0,张婷医生,母乳喂养不仅仅对宝宝有利，对母亲的益处也是毋庸置疑的。1.孩子不易感染母乳中含有丰富的抗感染物质，研究发现，0~6个月内纯母乳喂养的宝宝，与其他喂养方式的宝宝相比，腹泻、肺炎等感染风险更低，死亡风险也更低。2.降低孩子过敏风险母乳中含有多种功能蛋白和功能肽，可以温和地刺激婴儿免疫系统发育，降低过敏风险。3.保护孩子肠道刚生下来的婴儿消化能力很差，母乳里有很多的酶，可帮孩子有效消化。母乳中还含有对人体很重要的两种益生菌——双歧杆菌和乳酸杆菌，还富含丰富多样的低聚糖，能够促进肠道内益生菌的繁殖。4.降低妈妈的患病率母乳喂养对母亲本人也有很多好处。母乳喂养可以促进母亲的子宫收缩，进而减少产后出血。还可以消耗掉妈妈体内过多的热量，有利于新妈妈减掉孕期增加的体重。不仅如此，有研究表明，母乳喂养还能降低母亲得乳腺癌、子宫癌等健康隐患的风险。在母乳中宝宝中获得的充足营养和强健免疫力，是任何配方奶粉都比不上的。#章子怡二胎生子#,,,,章子怡二胎生子,0,0.0,0,2020/1/3 13:54,微博 weibo.com,['http://ww4.sinaimg.cn/large/a8245e1aly1gajbxjrphvj20dw099wev.jpg'],,,"{'words': 243, 'sentences': 15, '好': 10, '乐': 2, '哀': 0, '怒': 0, '惧': 0, '恶': 5, '惊': 0}"
4.45665E+15,InLDOvwtT,1649172192.0,咕噜咕噜泡儿MM,D80又是疫苗日今天打了传说中发烧几率很大的13价肺炎祈祷不要发烧,,,,,0,2.0,0,2020/1/3 13:54, 泡泡的iPhone X,['http://ww3.sinaimg.cn/large/624c5ee0ly1gajbxdbn32j20gf0zin0e.jpg'],,,"{'words': 20, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45665E+15,InLDGAhlT,3315436334.0,健康大邑,【科普：什么是肺炎？怎样预防？】肺炎的症状及发病原因是什么，下面是大多数常见肺炎的发病机制，转发一起通过视频让更多人了解下！L医视频的微博视频,,,,,0,0.0,0,2020/1/3 13:54,微博 weibo.com,,"http://f.video.weibocdn.com/004bAq6Dlx07z1ozeuJi01041200BAsG0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1611152004&ssig=n2MKxsk%2FqP&KID=unistore,video",,"{'words': 46, 'sentences': 4, '好': 0, '乐': 1, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45665E+15,InLCfBLPL,6748459215.0,港澳台热点时事,食物及卫生局局长陈肇始表示，香港目前没发现与武汉相关的严重肺炎个案，政府会加强预防措施，包括加强港口健康监察和卫生措施，并每日公布加强监测下的个案数字。L香港政府新聞網的微博视频,,,,,0,0.0,0,2020/1/3 13:50,前后2000万 OPPO R11,,"http://f.video.weibocdn.com/004tyf9Nlx07zRDuEAQo01041200bgYl0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=bdef57f06ae52835a2c783ca389e8517&ori=0&ps=1BVp4ysnknHVZu&Expires=1611152004&ssig=mbahUtR%2Fn6&KID=unistore,video",,"{'words': 50, 'sentences': 2, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 1, '惊': 0}"
4.45664E+15,InLABEhBI,3207388624.0,就是这样幸福呀,汤圆凌晨两点才睡，星哥重感冒，汤圆咳嗽肺炎，只有我目前还没啥事，上午一个人带娃去医院，又怕交叉感染，只能抱身上，放下她到处跑，看完拿了药十二点，弄着孩子回到家十二点半，汤圆睡了，我匆匆煮了点汤圆和冻饺子，吃完饭感觉好舒服当了妈感觉力气都大了太不容易了真的ಥ_ಥ,,,,,0,1.0,1,2020/1/3 13:46,HUAWEI Mate 10 Pro,,,,"{'words': 86, 'sentences': 1, '好': 0, '乐': 1, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4.45664E+15,InLABmCz5,6066204338.0,柠檬薄荷丫,今天打肺炎，要打大腿上，感觉很疼很疼……直接躲开不敢看，心想宝宝肯定哭的很惨很大声，用耳细听，医院里哭声此起彼伏分不清宝宝的哭声，遂赶紧走进，宝宝很淡定的打了个哈欠，听外婆说只嗷了一下……宝宝比我想的勇敢，可能是太小不知道害怕吧，可是细细的针打下去那么疼，你没哭，宝宝好棒～希望你一直勇敢坚强下去,,,,,0,0.0,0,2020/1/3 13:46,HUAWEI P30 Pro,['http://ww2.sinaimg.cn/large/006CxaRsly1gajbp0idh0j30u0140gqd.jpg'],,,"{'words': 97, 'sentences': 1, '好': 3, '乐': 0, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4.45664E+15,InLAhhSF0,1948585510.0,黑蝴蝶呀绿薄荷,2019，bye~依旧是刘先生出差在外的一年，他很辛苦，时常加班。我，断奶顺利，表扬自己买了个房，又是离家远的整修老房子（太阳能、燃气、下水管道、马桶、新衣橱）之前是怎么过得来着老太太哮喘住院，树林出疹子住院，堂堂肺炎住院，忙叨叨。工作的关键词是骨疏康，中药专治骨质疏松哈，周知。。这一年平静忙碌，一老一小一个我，一直三人行。小孩子长大很多，为娘慢慢轻松一点了。2020，hi~考下健康管理师参加娇同学的婚礼，很期待啊扔掉手机，好好和宝宝玩、学习上厕所也要戒掉手机，没有手机就不会上厕所了嘛？！工作尽力尽心特长啊爱好啊啥的，随缘吧，提醒自己多一些运动量择善言，择善行，但还要树立原则会反攻2020，愿家人朋友平安快乐,,泰安,,,0,0.0,1,2020/1/3 13:45,HUAWEI Mate 10 Pro,,,,"{'words': 189, 'sentences': 7, '好': 9, '乐': 5, '哀': 3, '怒': 0, '惧': 0, '恶': 1, '惊': 0}"
4.45664E+15,InLzgngam,7262901599.0,用户7262901599,邀请码【4931013】，武汉华南海鲜市场不明原因肺炎事件持续引发公众关注。新京报记者...O掘金宝,,,,,0,0.0,0,2020/1/3 13:43,掘金宝精选,,,,"{'words': 26, 'sentences': 3, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45664E+15,InLvc24KS,1560635192.0,娜那围脖,我围观了@鲍秀兰诊室的回答，该问题价值120.00元，围观仅1元，快来一起围观~O微博问答,,,鲍秀兰诊室,,0,0.0,0,2020/1/3 13:33,微博问答,,,,"{'words': 28, 'sentences': 2, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45664E+15,InLuw4Api,1768541657.0,香港政府新聞網,食物及卫生局局长陈肇始表示，香港目前没发现与武汉相关的严重肺炎个案，政府会加强预防措施，包括加强港口健康监察和卫生措施，并每日公布加强监测下的个案数字。O网页链接L香港政府新聞網的微博视频,,,,,32,108.0,217,2020/1/3 13:31,专业版微博,,"http://f.video.weibocdn.com/004tyf9Nlx07zRDuEAQo01041200bgYl0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=bdef57f06ae52835a2c783ca389e8517&ori=0&ps=1BVp4ysnknHVZu&Expires=1611152004&ssig=mbahUtR%2Fn6&KID=unistore,video",,"{'words': 53, 'sentences': 2, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 1, '惊': 0}"
4.45664E+15,InLussKo2,5607368789.0,光明远官方微博,嗓子有痰咳不出的看这里！第1445次推送从小记事儿起，就会被妈妈教育，不要随地吐痰，不要随地吐痰！随地吐痰不仅是不文明的表现，而且那些被吐在地上的痰，其实危害很大。因为有些呼吸系统的传染病，像流行性感冒、肺结核、气管炎、肺炎等病原体，都可以通过痰液进行传播，从而危害其他人的健康。有的人认为，吐完的痰用脚踩一下就能杀死细菌，这样就不会传播了。emmmm~真的是这样吗？难不成你的鞋底是杀菌剂？我倒是觉得反而会因为你这一脚，增大了病毒或细菌与空气的接触面，加快传播速度，扩大传播范围。好了，其实今天并不是一篇公益文章，也不是说不让大家吐痰的事，而是我想说说那些有痰却吐不出来的情况……有的人明明感觉嗓子里有痰，但是不管做什么努力都吐不出来，就算偶尔吐出来了，但还是感觉喉咙处有异物感，呼吸都费劲，就连说话都感觉闷闷的。如果单纯想排出痰液的话，可以试试下面这个方子。方药组成：枳实、芍药、桔梗各50g，生姜汁500毫升。使用方法：前三味药打成粉，加入生姜汁冲服或泡服，每日3次，每次20毫升。如果懂点中医的，很明显就能够看出来，这是个治寒痰/白痰的方子，痰是清晰或者粘稠的不重要，主要是治寒痰。因为生姜辛温，能够温化痰涎；桔梗载药上行，可促进痰液分泌，使痰液稀释，有利于排出；方子里的枳实、芍药合用可以解除平滑肌痉挛，对于治疗支气管哮喘也是有好处的。总之都是一些化痰的中药，如果是支气管哮喘、咯痰或者痰吐不爽的患者，连用7-10天左右能见效。注意：此方对于黄痰效果差，慎用！当然，还有一部分人，真的不会吐痰，你没看错，真的有人不会。那么针对这样的人，我也有一套私密的教学，结果因人而异啊，反正对我来说是很有效的。首先，需要使劲咳一下，痰的位置大概在气管处，光呕吐是吐不出来的，咳几下把痰咳到喉咙那里然后才是大家常见的那种，可以哈......呸.....（重复），在没人的地方多练习几次，尤其咳一下后，把它卡到喉咙后面那块位置感觉又恶心又难受，但千万不要因此咽下去，否则功亏一篑。应该低着头继续练习，哈的时候嘴巴张开喉咙上挺，刚开始练习这个动作因为痰卡在了喉咙那可能会伴随着呕吐，但肯定能咔出来的，然后吐掉，最后别忘了漱漱口。这个办法适用于经常吐不出来痰，总是会咽下去的朋友，多练习几次就会成功了。,,,,,0,0.0,0,2020/1/3 13:31,UC浏览器电脑版,,,,"{'words': 602, 'sentences': 26, '好': 11, '乐': 3, '哀': 2, '怒': 0, '惧': 2, '恶': 6, '惊': 0}"
4.45664E+15,InLtV78fA,6748440871.0,面包夫人,2020，从住院开始持续高烧39的结果就是，肺炎住院小宁哥是我的陪护。O绿洲,,,,,0,0.0,0,2020/1/3 13:29,绿洲APP,['http://ww1.sinaimg.cn/large/007mHLKvly3gajb80mf2ij30u00u04qp.jpg'],,,"{'words': 23, 'sentences': 2, '好': 0, '乐': 0, '哀': 2, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45664E+15,InLsm9Myh,1791010393.0,微微万象民生直通车A,【国产二价HPV疫苗上市三针千元】近日，国家药品监督管理局批准了首个国产重组人乳头瘤病毒疫苗（HPV）和首个国产十三价肺炎球菌多糖结合疫苗的上市注册申请，可分别预防女性宫颈癌和小年龄群婴幼儿肺炎等疾病，打破长期以来美英技术垄断。此前港澳曾是内地消费者接种HPV疫苗的首选地。国产二价HPV疫苗接种3针约为1000元，许多内地消费者对此表示欢迎，称不用再山长水远赴境外接种HPV疫苗，告别冗长排队预约，消费者又多了一个选择。O网页链接,,,,,0,0.0,1,2020/1/3 13:26,iPhone 6 Plus,['http://ww1.sinaimg.cn/large/6ac0a659ly1gajb3wr0ifj20eu0m83zt.jpg'],,,"{'words': 115, 'sentences': 4, '好': 2, '乐': 1, '哀': 0, '怒': 0, '惧': 1, '恶': 3, '惊': 0}"
4.45664E+15,InLrpEKoE,1758832505.0,唱歌的king,心里数着今天有1、2、3、4、5、6、7、8件事等着处理，中午先不吃饭处理完一些，早点下班带老二去打肺炎的点滴去。,,,,,0,0.0,0,2020/1/3 13:23,iPhone客户端,,,,"{'words': 44, 'sentences': 2, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45664E+15,InLreplT9,3045937990.0,林DQqqq-,13价肺炎第一针,,,,,0,0.0,0,2020/1/3 13:23,iPhone客户端,,,,"{'words': 5, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45639E+15,InEULf2Om,5176470224.0,你是我仰望的大空,#武汉肺炎疫情患者被要求继续留院#这人也是搞笑，青岛跟武汉离得挺远的吧，青岛的人生病了关武汉的什么事，就这一两天还能隔空跨省精准传播吗。还特意关了评论，司马昭之心，路人皆知啊,,,,武汉肺炎疫情患者被要求继续留院,0,0.0,1,2020/1/2 20:46,Android,['http://ww1.sinaimg.cn/large/005EjWnegy1gaii6smk5mj30u00nx43l.jpg'],,,"{'words': 56, 'sentences': 2, '好': 1, '乐': 0, '哀': 1, '怒': 0, '惧': 0, '恶': 2, '惊': 0}"
4.45639E+15,InEUsB9Yq,1086579287.0,lakeman63,记者|曾金秋谢欣编辑|1武汉发现的多例不明原因肺炎病例仍在隔离治疗中，界面新闻获悉，有多位患者目前被收治在武汉市金银潭医院。有患者家属透露，因本次肺炎传染性不强，目前未被要求体检。此前据武汉市卫健委2019年...分享自@雪球O武汉肺炎患者讲述：高烧不退，家属未被要求体检,,,雪球,,1,0.0,1,2020/1/2 20:46,荣耀Play 让快更快,,,,"{'words': 82, 'sentences': 4, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4.45639E+15,InETXAZe5,7024202525.0,壮哉英雄气正义永长存,近期，我市部分医疗机构发现接诊了多例肺炎病例，市卫健委就此发布了情况通报。但一些网民在不经核实的情况下，在网络上发布、转发不实信息，造成不良社会影响。公安机关经调查核实，已传唤8名违法人员，并依法进行了处理。警方提示，网络不是法外之地，在网上发布信息、言论应遵守法律法规，对于编造、传播、散布谣言，扰乱社会秩序的违法行为，警方将依法查处，绝不姑息。希望广大网民遵守相关法律法规，不造谣、不信谣、不传谣，共建和谐清朗的网络空间。,,驻马店,,,0,0.0,0,2020/1/2 20:44,vivo S1照亮你的美,['http://ww3.sinaimg.cn/large/007FmPX7ly1gaii63s0jsj30s00kpaxu.jpg'],,,"{'words': 120, 'sentences': 6, '好': 5, '乐': 0, '哀': 0, '怒': 0, '惧': 1, '恶': 6, '惊': 0}"
4.45639E+15,InETcyBEt,7352895091.0,但银红,🍎🍎她，是大型早教机构负责人，因孩子的肺炎，荨麻疹问题结缘葆婴，认可葆婴高品质的产品，孩子两三年没再去过医院，也帮助到了更多的家庭收获健康……,,,,,0,0.0,0,2020/1/2 20:43,前置双摄vivo X9,['http://ww2.sinaimg.cn/large/0081BZU7gy1gaii4avem8j30e80aiad8.jpg'],,,"{'words': 47, 'sentences': 1, '好': 5, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45639E+15,InES57EyK,1411857814.0,协和手足外科陈江海,#武汉肺炎疫情患者被要求继续留院#常规型肺炎基本上是病毒引发，肺炎症状多无发热、咳痰等典型症状，也有少数有症状或无症状。首发症状为呼吸急促及呼吸困难，或有意识障碍、嗜睡、脱水、食欲减退等，依据病史及临床表现、体征，结合血常规检查及胸部X线检查有助诊断，痰培养连续2次分离出相同病原菌可确诊，一起看视频了解下L手足外科陈江海的微博视频,,,,武汉肺炎疫情患者被要求继续留院,113,3.0,323,2020/1/2 20:40,手足外科iPhone 6s(玫瑰金),,"http://f.video.weibocdn.com/001zIWXRlx07zkCrMQ2k01041200CKZM0E010.mp4?label=mp4_ld&template=636x360.25.0&trans_finger=bdef57f06ae52835a2c783ca389e8517&ori=0&ps=1BVp4ysnknHVZu&Expires=1611152004&ssig=C06CB22w7w&KID=unistore,video",,"{'words': 100, 'sentences': 2, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 3, '恶': 1, '惊': 0}"
4.45639E+15,InERZgQq8,3972618712.0,山东省淄博高新区法院,【#武汉肺炎疫情患者被要求继续留院治疗#家属：此前病人恢复良好】1月2日，武汉华南海鲜市场肺炎疫情持续引发关注。在武汉医疗救治中心，一位患者家属对@新京报称，患者经治疗恢复良好，但是30日晚上被通知继续留院治疗，“原本1号2号就可以出院”。该患者家属表示，目前无法探望。#不明原因肺炎患者转入传染病医院#L紧急呼叫的秒拍视频,,,新京报,"武汉肺炎疫情患者被要求继续留院治疗,不明原因肺炎患者转入传染病医院",0,0.0,2,2020/1/2 20:40,微博 weibo.com,,"http://miaopai.video.weibocdn.com/002jCLFylx07zQhpohdu01041200CBve0E013.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1611152004&ssig=OFuIDB5%2FQ9&KID=unistore,video",,"{'words': 101, 'sentences': 4, '好': 3, '乐': 2, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4.45639E+15,InERy53b0,5890878778.0,hailey中,#不明原因肺炎患者转入传染病医院#大家都照顾好自己，健健康康🙏🙏🙏,,,,不明原因肺炎患者转入传染病医院,0,0.0,6,2020/1/2 20:38,OPPO R15x,,,,"{'words': 19, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45639E+15,InERcdc19,1842005601.0,阿呆310,【吃姜的问题】①不要去皮。②不要吃烂姜：腐烂生姜会诱发肝癌、食道癌等。③并非多多益善：天热时不宜多吃。④某些疾病不适宜食用：凡属阴虚火旺者，或患有痈肿疮疖、肺炎、肺脓肿、肺结核、胃溃疡、胆囊炎、肾盂肾炎、痔疮者。,,大连,,,2,0.0,0,2020/1/2 20:38,iPhone客户端,['http://ww4.sinaimg.cn/large/6dcac661ly1gaihz4zbbej20j50rg43l.jpg'],,,"{'words': 66, 'sentences': 5, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 1, '惊': 0}"
4.45639E+15,InEQRcUi7,3078084917.0,S_WLS,#武汉肺炎疫情患者被要求继续留院#我媽今天還問我知不知道這個事，沒想到這麼就熱搜了,,,,武汉肺炎疫情患者被要求继续留院,0,0.0,0,2020/1/2 20:37,iPhone XR,,,,"{'words': 24, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45639E+15,InEQyhZk8,6793387732.0,火锅牛肉涮毛肚,卧槽#不明原因肺炎患者转入传染病医院#,,,,不明原因肺炎患者转入传染病医院,0,2.0,0,2020/1/2 20:36,微博国际版,,,,"{'words': 10, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45639E+15,InEQmcsWR,6713503685.0,深读视频,#健康中国2030#《武汉发现不明原因肺炎！出现这些症状大家要警惕~》#武汉发现不明原因肺炎#O武汉发现不明原因肺炎！出现这些症状大家要警惕~,,,,"健康中国2030,武汉发现不明原因肺炎",5,1.0,17,2020/1/2 20:36,微博 weibo.com,,,,"{'words': 41, 'sentences': 3, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45639E+15,InEQ9sMwA,6080407474.0,甜兔蜜酱白团子,#不明原因肺炎患者转入传染病医院#望平平安安,,,,不明原因肺炎患者转入传染病医院,0,0.0,4,2020/1/2 20:35,跟王源私奔Android,,,,"{'words': 11, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45639E+15,InEQ7F2rm,2683881761.0,石家庄卫生12320,病毒性肺炎多见于冬春季，可散发或暴发流行，临床主要表现为发热、浑身酸痛、少部分有呼吸困难，肺部浸润影。病毒性肺炎与病毒的毒力、感染途径以及宿主的年龄、免疫状态有关。引起病毒性肺炎的病毒以流行性感冒病毒为常见，其他为副流感病毒、巨细胞病毒、腺病毒、鼻病毒、冠状病毒等。确诊则有赖于病原学检查，包括病毒分离、血清学检查以及病毒抗原及核酸检测。该病可防可控，预防上保持室内空气流通，避免到封闭、空气不流通的公众场合和人多集中地方，外出可佩戴口罩。临床以对症治疗为主，需卧床休息。如有上述症状，特别是持续发热不退，要及时到医疗机构就诊。,,,,,0,0.0,1,2020/1/2 20:35,微博 weibo.com,,,,"{'words': 153, 'sentences': 8, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 7, '恶': 2, '惊': 0}"
